"","v_PGI","v_PFK","v_FBA","v_TPI","v_GDH","v_PGK","v_GPM","v_ENO","v_PYK","v_ZWF","v_PGL","v_GND","v_RPE","v_RPI","v_X5P_GAP_TKT","v_F6P_E4P_TKT","v_S7P_R5P_TKT","v_F6P_GAP_TAL","v_S7P_E4P_TAL","v_FBP","v_PPC","v_PCK","v_PPS","v_MAD","v_PDH","v_GLT","v_ACN_1","v_ACN_2","v_ICD","v_LPD","v_SK","v_SDH","v_FUMA","v_MQO","v_MDH","v_ACEA","v_ACEB","v_ACEK_1","v_ACEK_2","v_EDD","v_EDA","v_NDHI","v_NDHII","v_NADPH_req","v_SQR","v_PNT","v_CYTBO","v_ADK","v_ATP_SYN","v_CYA","v_ATP_NGAM","v_DOS","v_ACK","v_ACS","v_PTA","v_PTS_0","v_PTS_4","v_GLC_feed","v_ACE_OUT","v_XCH_PYR","v_XCH_SUC","v_PTS_1","v_PTS_2","v_PTS_3","v_XCH_GLC","v_XCH_ACE","v_XCH_P","v_PIT","v_GROWTH"
"v_ACS_Vmax",1.01976430184446e-07,2.16409574095604e-08,3.83445647059923e-08,3.79949052993907e-08,5.76631966422599e-09,5.530968139813e-09,2.34480260607208e-08,2.70380009782443e-08,-5.51766050523395e-07,-3.36448158300766e-07,-3.36638339117348e-07,-2.67971525695761e-07,-3.80167315565517e-07,-2.41305666200477e-07,-4.85312159419076e-07,-7.39832164542514e-07,-3.6047935701766e-07,-4.43287505919753e-07,-4.42363224354473e-07,-2.72482631860717e-05,1.40895610273296e-06,8.94173286227226e-08,-7.16705778351756e-07,6.53538087496337e-06,1.47207461643599e-07,1.96122304092425e-07,1.99741217892191e-07,2.01051669865121e-07,1.49790024007481e-07,2.12366116594537e-07,2.12980775233426e-07,2.45640695037528e-07,2.48244430033399e-07,4.84162614367711e-08,7.89722999086121e-08,2.78354510113033e-07,2.7827588932746e-07,-2.10233720627827e-08,-2.00742570908611e-08,-5.40306634997077e-07,-5.45884155966637e-07,2.69267888007712e-07,2.87234738192083e-07,NA,2.46683675015665e-07,-7.2174927719267e-07,1.73264813706674e-07,0.000217659981402694,1.93237211704556e-07,-1.88603253453924e-06,-4.16330474172561e-06,-3.79734255726803e-06,0.000309809500634584,0.000310086623939281,0.000309813725260821,-1.10298243968285e-11,-3.62029247160379e-14,0,-1.00242031831171,NA,NA,-8.97832532958338e-12,-8.99039297115535e-12,-6.03382078600631e-14,-7.24058494320757e-14,-1.00241266733265,2.40403354303891e-07,2.40280979337056e-07,-1.72615233724357e-07
"v_XCH_ACE_P",4.77104490302066e-09,6.66220477927737e-10,6.56704262873617e-10,6.41494470593529e-10,-5.54929756409114e-10,-5.64852237311792e-10,-6.26284859636032e-11,1.09713913943754e-10,1.00302113821848e-08,-1.59793514622507e-08,-1.59875949241331e-08,-1.81312251405106e-08,-3.00608282551282e-08,-1.23585131644303e-08,-3.48925145066719e-08,-5.50590051494183e-08,-2.4912557056119e-08,-2.87573670284893e-08,-2.87125061651978e-08,-5.58556593567463e-09,-6.86496219365425e-08,-3.70819645585423e-08,2.03272828589024e-08,-5.27405848202163e-08,9.8950491250923e-10,4.06014132852013e-09,4.21802385944136e-09,4.27615690378141e-09,1.04704082253274e-08,1.31952871325993e-08,1.32257876440652e-08,5.54875529592293e-09,5.67061354360743e-09,2.96575365071214e-09,2.44789022832837e-09,-3.41020323589667e-09,-3.41475295158846e-09,1.08665075282312e-10,1.53088383884116e-10,-1.16572858107771e-08,-1.19180583630719e-08,1.20222088359776e-09,8.50575218218845e-10,NA,5.59657945986636e-09,-1.2335344981708e-08,3.01468852988026e-09,-1.57277015090871e-08,2.53228994204230e-09,1.64236855405278e-08,1.18651401201722e-08,-7.23283053923444e-08,3.87485871256838e-09,1.52480945347482e-07,4.07531051114803e-09,-8.4473491004157e-13,-1.20676415720126e-14,0,-1.45277984363696e-06,NA,NA,-4.10299813448703e-13,0,-2.41352831440252e-14,0,-9.26372717230731e-07,1.44821297773428e-08,1.47577221833369e-08,-3.49173594252818e-09
"v_ACE_OUT_k",4.49163591684016e-09,6.27895928003529e-10,6.17345722064182e-10,6.06688315583649e-10,-5.2297479272235e-10,-5.30695455097555e-10,-5.89784527845685e-11,1.03919486273589e-10,9.44387894289095e-09,-1.50430484107682e-08,-1.50507344011295e-08,-1.70684122818045e-08,-2.82997491289213e-08,-1.16345122685522e-08,-3.28498308269706e-08,-5.18360877123395e-08,-2.344865201761e-08,-2.70717286296615e-08,-2.70313476946427e-08,-5.25946826538918e-09,-6.46243210325669e-08,-3.49108653342033e-08,1.9137577399906e-08,-4.96512533829366e-08,9.32348608337631e-10,3.82384478663553e-09,3.97246968235553e-09,4.02636015479769e-09,9.85868380365424e-09,1.24214888933278e-08,1.24614850817655e-08,5.22303181258925e-09,5.33739394374111e-09,2.79176929137246e-09,2.30430863357766e-09,-3.20994487868589e-09,-3.21423947013322e-09,1.02418642633767e-10,1.44302750972538e-10,-1.09743777602708e-08,-1.12195612254678e-08,1.13210468402128e-09,8.01036681191164e-10,NA,5.26787607154994e-09,-1.1616764744217e-08,2.83800609489698e-09,-1.48063942250619e-08,2.38401757802413e-09,1.54612737618398e-08,1.11698300198512e-08,-6.80897886297028e-08,2.73897151527218e-09,2.77414455606993e-06,3.83733907643878e-09,-1.44811698864269e-13,-3.62029247160379e-14,0,1.25108906879865e-06,NA,NA,-3.98232171876682e-13,-3.49961605588598e-13,1.20676415720126e-14,7.24058494320757e-14,1.46192433421736e-06,1.39028445862491e-08,1.38953705648745e-08,-3.28722754258009e-09
"v_XCH_P_P",8.022910017525e-08,5.61548057415402e-09,5.41254553049298e-09,5.14734644654342e-09,-1.56732305560199e-08,-1.5870479182218e-08,-6.84347762431526e-09,-3.40999787118474e-09,1.88077728237776e-07,-2.76822179986286e-07,-2.7699405913106e-07,-3.16223377665612e-07,-5.31719373973654e-07,-2.16658822509e-07,-6.29165435829046e-07,-1.00444650992649e-06,-4.43581777573372e-07,-5.21132384892436e-07,-5.20272192466042e-07,-1.31870596143604e-07,-1.11513476157393e-06,-5.54993315866964e-07,3.07185711285073e-07,-1.08314318727019e-06,1.3134762472665e-08,6.70926577109251e-08,7.02431351982033e-08,7.13855641681447e-08,1.84354906434434e-07,2.33481904465182e-07,2.34072513188384e-07,9.48712754501782e-08,9.73255384396674e-08,5.36937234822841e-08,4.3783278809201e-08,-6.80476168626787e-08,-6.81393340285353e-08,2.29105691787237e-09,3.16677630457779e-09,-2.00098718625923e-07,-2.05456083372366e-07,1.43567107965515e-08,5.93775047508798e-09,NA,9.58398770106134e-08,-2.11327735157112e-07,4.91545527852628e-08,-2.94940500704126e-07,3.94716462087029e-08,3.36236030838833e-07,1.927703790732e-07,-1.42519890634099e-06,9.70940679334182e-08,9.71965454894377e-08,1.00137985977673e-07,-1.07402009991e-11,-3.62029247160379e-14,0,-3.00485039601169e-05,NA,NA,-8.60422844085074e-12,-8.26633447683412e-12,-4.82705662880505e-14,-7.24058494320757e-14,-2.39755590811648e-05,3.27052839011602e-07,3.26892232484159e-07,-5.89867743973332e-08
"v_PIT_k",-0.0313945331730118,-0.0156063357422827,-0.015588950560957,-0.0155889587573863,-0.00899151335155393,-0.00899151584511914,-0.0110926072171837,-0.0110925572557969,-0.0227373163278072,0.0890113368206401,0.0890113344199734,0.0963864390133561,0.144191887016233,0.0643116184885589,0.144190510326038,0.20387222777935,0.114245291035618,0.114244220935412,0.114244232287933,-0.0433553088968501,0.543671260249678,0.396285009218779,-0.210636473884648,-0.0805318308892972,-0.0138234281111604,-0.0292519420399856,-0.0292518968683081,-0.0292518805251485,-0.0510434709763932,-0.0623243916000097,-0.062324384888751,-0.0335165145285442,-0.0335164805048538,-0.0112524772873684,-0.0104186026335309,-0.000664868859137625,-0.000664870126472051,0.000274161615686771,0.00027417389016202,0.0700102382866686,0.0700101689551162,-0.0203891703466035,-0.0235243847507543,NA,-0.033516502008768,0.0787804639590596,-0.0231700742792353,0.0362895852115558,-0.0229573788197724,0.0226614829252888,-0.0930376674575639,0.0226367816786822,0.0421841748169311,0.0421841774834979,0.0421842133718748,-9.71565822963526e-11,-9.05073117900947e-13,0,0.0406400006359789,NA,NA,-8.8733368479068e-11,-8.66215312039639e-11,-3.13758680872328e-13,-1.0498848167651e-12,0.0407630311342273,0.0239923375973107,0.0239923414278265,0.0239869719039864
"v_NDHI_k",-0.0572683414111113,-0.0253745003510471,-0.0253971951190225,-0.0253971964674875,-0.0128982714349589,-0.0128982745942895,-0.014536155377645,-0.014536103836468,-0.0261701556588732,0.16405925586253,0.164059253229409,0.182220868348308,0.294083803352335,0.107167806135825,0.294082322765826,0.433737124539916,0.224010761545005,0.224009567646202,0.224009581227452,0.0108272225248205,0.589121805166796,0.434556144875952,-0.13770535473581,-0.134687966615996,-0.0150740899567732,-0.0237359877494567,-0.0237359401273415,-0.0237359228406876,-0.0329492581428245,-0.0398291284362814,-0.0398291188304054,-0.0266633077113095,-0.0266632699332923,-0.0524767799175149,-0.0569484519681742,-0.0116494500967024,-0.0116494515296059,0.000384977158208518,0.000384990591770295,0.117268430876098,0.117268345829522,0.57395945108428,-0.423039469529269,NA,-0.0266632922628786,-0.186307423376214,-0.0123738761998016,-0.0305259578433587,0.112715100913337,0.0325347725682613,0.105154337018711,0.0325077933752175,-0.0567222530048438,-0.0567222518994596,-0.0567222041218037,-1.8073706782418e-10,-9.17140759472959e-13,0,-0.058545569692899,NA,NA,-1.4828717963699e-10,-1.46645980383194e-10,-9.53343684188997e-13,-7.72329060608807e-13,-0.058479214986007,0.0128159497400409,0.0128159497192315,0.0128100734993456
"v_NDHII_k",-0.00157924823230638,0.00384606818975579,0.00385779374287062,0.00385779773317403,0.00477872579351698,0.00477872876116797,0.00790284529424044,0.00790279346963629,0.0188013622280463,0.00695931094227683,0.00695931353391191,0.0154055771281475,0.0548016596164556,-0.0110258208815867,0.0548031286194464,0.103989172982148,0.0301241696871085,0.0301253385529399,0.0301253255640758,-0.0148518652958955,0.0321468622510733,0.0206444611787764,0.0873805456918728,0.0349778070860441,0.0142580359978177,0.0419777900503332,0.0419777425066733,0.0419777252706089,0.0854038200793354,0.104898484534901,0.104898475806779,0.0488854870652372,0.0488854500512407,-0.0388645364613128,-0.0464670447308542,-0.0149901095528371,-0.0149901081704826,-0.000254229092043031,-0.000254242320344836,-0.0148007492961354,-0.0148006687587554,-0.537326533932232,0.460479470580682,NA,0.0488854724799659,-0.480784354866052,0.042749124051637,0.0300579213213411,-0.080502513774845,-0.0215088686571773,-0.0734183668580382,-0.0214822848488123,0.0515027073576536,0.051502705910087,0.0515026615659134,1.57253437325024e-10,7.72329060608808e-13,0,0.0529825777994868,NA,NA,1.29509929350926e-10,1.27953203588135e-10,8.56802551612896e-13,6.99923211176731e-13,0.0528907655644054,-0.0442621845016568,-0.0442621845510583,-0.0442563971916127
"v_PNT_k",0.025289922966509,0.00936774548626624,0.00937480504215664,0.00937480635882729,0.00354800708847669,0.00354801110294532,0.00291505955108267,0.00291501047378052,0.00496234473273708,-0.0734931452283389,-0.0734931423791998,-0.0841729379507667,-0.148654022721237,-0.040909834974897,-0.148652498346923,-0.229152893951638,-0.108261542113196,-0.108260325366538,-0.108260339452415,-0.00189261101155746,-0.0453910519363172,-0.0341407876125754,0.0230302527429524,0.0311337606262317,0.000334899098264325,-0.00785405899455399,-0.00785411301657111,-0.00785413262382664,-0.0225621907900392,-0.0279816196078819,-0.0279816297495095,-0.00956345029610236,-0.00956348814915055,-0.00522101034608858,-0.00518742358384577,0.0114402052633525,0.0114402062368607,-8.37502060864089e-05,-8.37639903197287e-05,-0.0459779817835023,-0.0459778959799912,-0.015906473656362,-0.0163651121278734,NA,-0.00956346668670565,0.285919444507275,-0.013021614731564,-0.00266687205150807,-0.0138524365369489,-0.00707384901554945,-0.027550554715866,-0.00704598461746404,-0.0008607620645541,-0.000860763450783799,-0.000860812727298092,1.90910089669395e-10,9.77478967333022e-13,0,-0.000190361191957422,NA,NA,1.56046673167799e-10,1.54200324007279e-10,1.02574953362107e-12,6.99923211176731e-13,-0.000266947383428091,0.0134747586228828,0.0134747588687249,0.0134809049846937
"v_CYTBO_k",-0.187180194539198,-0.0675112003384841,-0.0675404749968399,-0.0675404787140343,-0.0245781237140411,-0.0245781267787252,-0.0190176853913429,-0.0190176318016767,0.0720793620160395,0.544614040111609,0.54461403744237,0.629803810910549,1.11952371434995,0.301234555250357,1.11952220489894,1.73091638687656,0.812756348735665,0.812755142947411,0.812755156384736,-0.0208178610142394,2.40183688483292,1.88246099079759,-0.120132508045164,-0.330078269972142,0.0374621120564313,0.0694202949935191,0.0694203438783991,0.0694203616044517,0.0823422773332671,0.111539765651476,0.11153977476258,0.0839414998738583,0.0839415382019938,-0.234997949695237,-0.273663026213476,0.0524691264653869,0.0524691250137646,0.000405649273735455,0.000405662962015687,0.325136042710927,0.325135958969963,0.112950233565282,0.115525772466251,NA,0.0839415150325692,-1.97501392702543,0.108039100887481,0.00239458843618704,0.110867437121262,0.0341190657427776,0.0861283765343903,0.0340915695356237,-0.0107226388272477,-0.0107226369602759,-0.0107225911171961,-1.66171424446749e-10,-8.20599626896858e-13,0,-0.0126304940897136,NA,NA,-1.36412620330122e-10,-1.35145517965059e-10,-9.05073117900947e-13,-6.27517361744656e-13,-0.0125399970924274,-0.111842848467803,-0.111842848749689,-0.11184883430089
"v_SQR_k",-0.00151636872885042,-0.000417201862687232,-0.000417146837385455,-0.000417152526398762,4.35411463806339e-06,4.34975735364373e-06,0.000198347877589873,0.000198390783053189,0.0213751243661532,0.00452768545287209,0.00452768271217689,0.00502444405356864,0.0103483155715927,0.00145182399633426,0.0103468732682712,0.0169919573342592,0.00701267624781218,0.00701154154543553,0.00701155381592103,-0.000515646076073296,0.00297842077971181,0.0318302856308368,0.00649834321111329,-0.00371536235935211,0.0091082742169553,0.00263636134996363,0.00263640379275491,0.00263641917591474,-0.0192150797482323,-0.0216469878932241,-0.0216469764320187,0.00309126854812277,0.00309130217552276,0.00271751042803788,0.00151499061540754,0.0313020134782855,0.0313020122899845,1.1617306247968e-05,1.16270750203359e-05,0.0032474707329154,0.00324737823734811,-0.000390840766745657,-0.000327668090191872,NA,0.00309128373188499,0.0224692829919024,0.00293553369310951,0.000759033243961641,0.00227299444575542,0.000968320042813848,0.00323672202184494,0.000946528372925661,0.000674999072989767,0.000674999614257775,0.000675050504401431,-1.28399706326319e-10,-6.51652644888682e-13,0,0.000482009358480929,NA,NA,-1.05905622436053e-10,-1.04228220257542e-10,-6.75787928032707e-13,-4.94773304452517e-13,0.000512940518065732,-0.00303086066976569,-0.00303086082281876,-0.00303925898362164
"v_CYA_k",-0.0543754008928302,-0.0245114803064607,-0.0245408398906708,-0.0245408412151208,-0.0136431855981474,-0.0136431883822078,-0.0164291957945345,-0.016429148309923,-0.112816600342784,0.154793710017873,0.154793707635029,0.178049977945997,0.275752007926729,0.112497974467164,0.275750657074257,0.397726274917789,0.21454959496847,0.214548504865329,0.214548517221682,0.0223219925430952,0.619786457419791,0.340175624409773,-0.184959356639348,0.618205865491163,-0.0102219220765648,-0.0402358790324165,-0.0402358360981862,-0.0402358205176521,-0.0977166111238631,-0.116931854826991,-0.116931846049965,-0.0458688359914015,-0.045868801434932,-0.0297828641633562,-0.0252548856536945,0.0351693890772509,0.0351693877205671,-0.00179699049067659,-0.00179697823131973,0.0948773680573511,0.0948772904382195,-0.0150784586198743,-0.0105821587604934,NA,-0.0458688219815173,0.0868884190852982,-0.0290605191576198,0.201212702707896,-0.0265512534938485,0.808684445546152,-0.121761525498234,0.80865995299652,-0.0517581162287201,-0.0517581173419885,-0.0517580717798966,-1.69272808330759e-10,-4.5857037973648e-13,0,-0.0456961500420721,NA,NA,-1.33371574653972e-10,-1.34071497865149e-10,-1.03781717519309e-12,-2.7755575615629e-13,-0.0456361122482852,0.0300904710660986,0.0300904702811019,0.0300851215239718
"v_DOS_k",0.0551116464530734,0.0248900738110326,0.0249432667833892,0.0249432703280396,0.0138811400850116,0.0138811427816175,0.0167273593566503,0.0167273120992039,0.112280689682637,-0.156873299136238,-0.156873296779279,-0.180131973671053,-0.278741913257487,-0.113970832048772,-0.278740577490149,-0.401849709771114,-0.216970778134894,-0.216969714067416,-0.216969725900842,-0.0599586509535951,-0.620323445025568,-0.342363499278806,0.184628592095443,-0.605673537587766,0.0107191255597042,0.0410509868157894,0.0410509435716025,0.0410509278931962,0.0987877975332856,0.118270410855461,0.118270402885744,0.046805884023889,0.0468058502778411,0.0301418521959331,0.0256683667990592,-0.0346902147469926,-0.0346902134801658,0.00175766386927705,0.00175765180598723,-0.0969507610357896,-0.0969506876009004,0.0159503362328227,0.0114621026017998,NA,0.046805870722768,-0.0893711762815313,0.0297434696136173,0.0947467896803422,0.027285820085076,0.187628269574936,0.111340940646618,0.187652528996433,0.0559351475892893,0.0559351483165844,0.0559351058005225,1.44389331409248e-10,6.99923211176732e-13,0,0.0501330232977678,NA,NA,1.18588713728247e-10,1.1681477041716e-10,7.60261419036795e-13,6.27517361744656e-13,0.0500501491213988,-0.0307974226033167,-0.0307974223528351,-0.030792156243674
"v_ADK_k",0.00252657170223693,0.0012182376244294,0.00114308417527069,0.00114308312631527,0.000635953189963191,0.000635950252660997,0.000766572542466068,0.000766615666976837,0.00515546908817382,-0.00719240986828328,-0.00719241219492085,-0.00825934305965718,-0.0127806824739127,-0.00522642560700532,-0.0127819618820233,-0.0184280794529896,-0.00994906956009699,-0.00995009718881803,-0.00995008558389184,0.12110403356025,-0.0284862972061697,-0.0157182417066564,0.00948698207021648,-0.0277991246176341,0.000492991421942406,0.00188316383197514,0.00188320678485668,0.0018832224310248,0.00452802055439218,0.00542144747088004,0.00542145561002691,0.00214745455374672,0.00214748687742625,0.00138267488995248,0.00117708237155089,-0.00158618617923984,-0.00158618722677714,8.06608659057416e-05,8.06724987383703e-05,-0.00444396470664464,-0.00444403739544218,0.000731157829977232,0.000525062170221355,NA,0.00214746804434451,-0.0041004321444687,0.00136472770048538,0.00416651437690743,0.0012517719976322,0.00800782186964677,0.00510532266488403,0.0079844272608356,0.00256913935049033,0.00256914047745405,0.00256918158875112,-2.14104096770822e-10,1.55672576278963e-12,0,0.00198023821758591,NA,NA,-1.32913004274236e-10,-1.11070573028878e-10,-3.00484275143114e-12,-1.68946982008177e-12,0.00204026160083375,-0.00140796076694595,-0.00140789208306993,-0.00141295683559619
"v_ATP_SYN_k",0.0918797473881106,0.0463960374852307,0.0463403897059665,0.0463404086609149,0.0271354560066955,0.0271354588234272,0.0337969671006057,0.0337969100477671,0.0721793372446553,-0.260109297234215,-0.260109294400493,-0.280533900418624,-0.414651367749754,-0.19054951927836,-0.414649781540081,-0.582088433464353,-0.330637733961245,-0.330636564299899,-0.330636575841642,0.135201912074817,-1.62254098302342,-1.17921262622849,0.651352510024249,0.239746490441083,0.0437396829057325,0.0925161179182988,0.0925160595478871,0.0925160384733463,0.160672268901756,0.196470058844882,0.19647005327319,0.106128907200033,0.106128870114262,0.0278829496200511,0.024188522938107,0.0031064132882256,0.00310641436539652,-0.000836226353600149,-0.000836240333300223,-0.207488215348764,-0.207488148711719,0.081031841643264,0.0657037080650779,NA,0.10612889481475,-0.300646456953179,0.0747830580812481,-0.114057689707158,0.0773497497923797,-0.0690831942357459,0.295417750469793,-0.0690549463967795,-0.133450082495941,-0.133450088218455,-0.133450120703348,3.49358223510049e-11,-4.53743323107674e-12,0,-0.129454546694834,NA,NA,2.79727931639439e-11,2.80331313718039e-11,-4.5857037973648e-12,-3.7289012457519e-12,-0.129683311761909,-0.0774260114405693,-0.0774260107079281,-0.0774198877043222
"v_ATP_NGAM_k",0.121396984534697,0.0604882065748842,0.0606308619328674,0.0606308660983641,0.0348946753380956,0.0348946783406395,0.0429896778064492,0.0429896251631252,0.0801648769618406,-0.344225007505416,-0.344225004881803,-0.370141712369649,-0.553695447298644,-0.246989024907188,-0.553693961457531,-0.782851882359673,-0.438714389400933,-0.438713207119503,-0.438713220250599,-0.167072259710464,-0.73008466254704,-0.558288962604109,0.201561570877453,0.360040125541185,0.052731824312636,0.112376234255518,0.112376185936066,0.112376168419634,0.197199779220088,0.240705733689888,0.240705724894935,0.128760709875563,0.128760672308479,0.0628315470011651,0.0623589970015742,0.00110178170655456,0.00110178310676932,-0.00128636901301263,-0.00128638244264023,-0.277454447355748,-0.27745436597161,0.0892899729686854,0.0849851103846149,NA,0.128760695101551,-0.303002757650314,0.0890206050536359,0.253519187887751,0.0905439915415021,-0.109887429125648,0.267084701437703,-0.109860457850969,0.405081352289836,0.405081352326394,0.405081305870401,1.59522153940564e-10,7.8439670218082e-13,0,0.410904360716639,NA,NA,1.3066842294184e-10,1.29039291329616e-10,8.44734910040883e-13,6.99923211176731e-13,0.410809509461085,-0.0921653386291911,-0.0921653388761465,-0.092159479061769
"v_GROWTH_Vmax",-0.0204340379902731,-0.0134072174577004,-0.0133674991337086,-0.0133674959272868,-0.0146753667761685,-0.0146753639980789,-0.0235817010783448,-0.0235817489077492,-0.172483295409973,0.0519613191863963,0.0519613215900966,0.0894611134023365,0.0659224270058003,0.105254590412944,0.0659237873231108,0.0365381584048496,0.0806680062427156,0.0806690916973887,0.0806690795762065,-0.0767615138089948,-0.271319869661025,-0.35455032628026,0.13138728874385,0.328677691921585,-0.0685771058466352,-0.126922688936849,-0.126922732878269,-0.126922748812525,-0.186323387231307,-0.233148632237903,-0.233148640453398,-0.147112525215972,-0.147112559524272,-0.0553640763962078,-0.0445663651804512,-0.0489992651085832,-0.0489992638219731,-0.000775176752990392,-0.000775189016436504,-0.0446504659415618,-0.0446503906992489,-0.103094538405044,-0.107242532046915,NA,-0.147112538839122,1.02680687224222,-0.120848612446779,-0.0581353419449032,-0.11904457304469,-0.06534896096748,-0.263439917780494,-0.0653243271010066,-0.0552923793364785,-0.0552923818452164,-0.0552924222080637,1.49626687851506e-10,7.60261419036795e-13,0,-0.0523678219892503,NA,NA,1.23053741109895e-10,1.21484947705531e-10,7.96464343752833e-13,6.27517361744656e-13,-0.0524480948760044,0.12510464621374,0.125104646738398,0.125110015148648
