"","ACCOA","ACEx","ACO","ACP","ADP","AKG","AMP","ASP","ATP","BPG","CAMP","CIT","COA","CYS","DAP","E4P","ei","eiia","eiiaP","eiicb","eiicbP","eiP","F6P","FDP","FUM","G6P","GAP","GL6P","GLCx","GLX","HCO3","hpr","hprP","icd","icdP","ICIT","KDPG","MAL","MG","MN","NAD","NADH","NADP","NADPH","OAA","P","PEP","PGA2","PGA3","PGN","PYR","PYRx","Q","QH2","R5P","RU5P","S7P","SUC","SUCCOA","SUCx","tal","talC3","tkt","tktC2","X5P","Px","Pp","GLCp","ACEp","ACE","Hc","Hp","FAD","FADH2","O2","FEED"
"v_ACS_Vmax",2.14987545285566e-07,-1.00238167804096,-1.03828179754012e-06,-4.00699005116653e-05,-1.20622834341574e-06,1.88058851050032e-07,4.87334398755439e-05,0,-1.89242109236182e-06,-1.916197416427e-06,-3.78161127232765e-06,-1.00739283465362e-06,0,0,4.57451941643964e-09,2.22691497145993e-08,9.32246786449412e-07,9.79797382593522e-08,-2.89554849198147e-09,1.04273181841953e-08,-1.43622369462653e-09,-4.87971373127007e-08,-2.83155469028867e-08,1.05231904374966e-09,1.88244658075863e-07,-3.03619916413187e-08,4.27669293073181e-09,-6.41874056456301e-07,1.32167607832449e-09,3.75958812730255e-07,0,1.02174790732049e-07,-3.72068734285027e-09,1.84147418631399e-06,-1.94210477011236e-08,-1.0669770227758e-06,-1.06706490403436e-07,1.82470340143768e-07,0,0,-3.08039817356492e-08,2.74400318867666e-07,-1.53188110787495e-07,2.88351903690023e-07,-4.32222667441856e-07,6.76061391755207e-07,-1.27708264217321e-06,-1.2628452661835e-06,-1.2547206494333e-06,-6.55853141670242e-07,1.70859889640373e-07,NA,-1.50567502933045e-07,7.28644294958651e-08,-8.59990226676429e-08,-9.44891316152107e-08,-1.48744095692512e-07,4.33627034510825e-07,-9.27983760425894e-07,NA,3.71196362752973e-08,-1.80427405643209e-09,5.23366357879728e-08,-1.28881466817356e-08,-8.97638753390866e-08,0,-7.37210694647271e-12,1.72581398435475e-09,-1.00238167804557,-1.00238167815291,0,9.45706638231516e-08,-2.45598420433488e-07,8.3582504829499e-08,0,0
"v_XCH_ACE_P",3.41443555695069e-09,1.52335272256111e-07,3.96907635550408e-08,-1.8938081499149e-08,3.63108539912446e-08,1.15275615337518e-08,3.812521682816e-08,0,1.47233939483523e-08,-5.63841657218432e-09,-7.22952297239233e-08,3.93119636874778e-08,0,0,-5.31225909689766e-10,-5.53078442059167e-09,-6.43127585133453e-09,-6.76496151933288e-10,1.9844866236453e-11,-7.18828302327024e-11,9.65150930036666e-12,3.36741400209038e-10,-1.81883235217548e-08,-9.00980346687935e-10,1.19083407414632e-08,-1.64641809071364e-08,-5.36368946748968e-10,-1.51206720515705e-08,-8.89329963484054e-12,-5.0468320545585e-09,0,-7.05439438123959e-10,2.5570826074765e-11,-1.37118721453801e-08,1.44408292493332e-10,4.00381317674332e-08,-4.92482419450674e-09,1.1861860427223e-08,0,0,-3.19143291953565e-10,2.84440940978295e-09,-1.84577776626173e-09,3.47432597143083e-09,1.99544912545289e-08,-1.98728669592137e-08,1.65301256795797e-08,1.64034626260632e-08,1.63078786799939e-08,-1.47138283752591e-08,1.17233573283016e-09,NA,-2.09719286998979e-09,1.01464287282586e-09,-1.64310264267896e-08,-1.63332054740014e-08,-2.99490101026183e-08,9.32493948402739e-09,7.63610909634267e-09,NA,1.72046201824909e-08,-8.36311864027411e-10,1.08910945667173e-08,-2.68186799308252e-09,-1.60239957141666e-08,0,-4.44102828100766e-13,-1.16125198005254e-11,3.38918680572503e-09,3.38514191329115e-09,0,-1.85096301926029e-09,-3.9213273096074e-09,1.33445824928182e-09,0,0
"v_ACE_OUT_k",3.21602468241499e-09,2.78102448292752e-06,3.73662448536505e-08,-1.78272423637669e-08,3.41836013547645e-08,1.08515569958349e-08,3.58919041253933e-08,0,1.38605737015408e-08,-5.30814118736312e-09,-6.8058645102909e-08,3.70097262106692e-08,0,0,-5.00619047408756e-10,-5.20698735997094e-09,-6.05300369532784e-09,-6.36774111522934e-10,1.87475075097574e-11,-6.76755451231974e-11,9.49328783642622e-12,3.16923487820858e-10,-1.7122430609785e-08,-8.49253753106769e-10,1.12098035498098e-08,-1.54992842092894e-08,-5.0547127211012e-10,-1.4234788358983e-08,-8.72860890086201e-12,-4.75069043714622e-09,0,-6.63933828261064e-10,2.41997804906529e-11,-1.29081741497096e-08,1.36128649987879e-10,3.76932160512554e-08,-4.63587431982961e-09,1.11660741228708e-08,0,0,-3.00313711883158e-10,2.67739413336471e-09,-1.73773957942877e-09,3.27075954064035e-09,1.87853139037792e-08,-1.87089308630083e-08,1.55617913120858e-08,1.54426299237532e-08,1.53526476664791e-08,-1.38517806254457e-08,1.10455542326548e-09,NA,-1.97374948138408e-09,9.55234195679545e-10,-1.54684689731366e-08,-1.53763790828232e-08,-2.81940202471621e-08,8.77743073182671e-09,7.18760568970209e-09,NA,1.61958875508476e-08,-7.872461650025e-10,1.02526404101512e-08,-2.52462918404128e-09,-1.50853005678766e-08,0,-4.26338714976735e-13,-1.141897780385e-11,2.78102428645784e-06,3.18757768085494e-09,0,-1.74248037697728e-09,-3.69087447836254e-09,1.25605261450556e-09,0,0
"v_XCH_P_P",5.19877206586842e-08,8.60165395200511e-08,7.31664525051855e-07,-2.93740126998636e-07,6.75045084232223e-07,2.03873079056614e-07,6.77027372258402e-07,0,3.04895488053527e-07,-5.75726777401906e-08,-1.42456936566354e-06,7.2417322514367e-07,0,0,-1.56789811506755e-08,-1.03011414751117e-07,-1.388067623374e-07,-1.45982162902923e-08,4.31400593325269e-10,-1.55362259286006e-09,2.14026174272229e-10,7.26557562079343e-09,-3.25289553910986e-07,-2.82688197664874e-08,2.16615342599235e-07,-2.948810466328e-07,-1.57221911431165e-08,-2.61785525842875e-07,-1.97003055985116e-10,-9.94456349944074e-08,0,-1.52225651533731e-08,5.54480567733616e-10,-2.85817994034013e-07,3.01443714045471e-09,7.38534378294539e-07,-9.38686022090161e-08,2.15955117886001e-07,0,0,-4.63722061769024e-09,4.13081063910041e-08,-2.85161444328772e-08,5.36770078393947e-08,4.06752693074234e-07,-3.02888159096134e-07,3.25060895335675e-07,3.21872207956186e-07,3.1976576141135e-07,-2.54570420350497e-07,1.56464839892175e-08,NA,-3.20737482345896e-08,1.55213324146018e-08,-2.9642356757497e-07,-2.94349171525396e-07,-5.34446272157651e-07,1.57542653542598e-07,9.07431925224343e-08,NA,3.01864783711365e-07,-1.46731300362041e-08,1.91750507303603e-07,-4.72195382861199e-08,-2.88919548433212e-07,0,3.06663310252578e-05,-2.57217313581637e-10,8.60129557360249e-08,8.59292491903402e-08,0,-4.43142389596769e-08,-6.23476678551442e-08,2.12182552013001e-08,0,0
"v_PIT_k",-0.0341835134845906,0.041248474388315,-0.122751880629036,0.180641593095014,-0.100274901229988,-0.0546616625940867,-0.175483239733286,0,0.0279388207500634,0.119502539884701,0.0225774510513551,-0.122676871808268,0,0,-0.00997072273322541,0.0155545876632636,-0.0235131691267476,-0.00247146412695841,7.30379101265398e-05,-0.00026302235746395,3.62271154208419e-05,0.0012307605484065,0.0787467623112299,-0.0202005900455023,-0.0429911053504785,0.0704331247088171,-0.00984994883085273,0.0861449896135819,-3.33391726196447e-05,0.00174053348539058,0,-0.00257726744074419,9.38528756811696e-05,-0.0301544954248783,0.000318025290577925,-0.122821368445379,0.0107895320602025,-0.0424088411393606,0,0,0.00368039783926691,-0.0327848928822451,0.0179066860226513,-0.0337063873918284,0.0227137499894037,0.200783989927189,-0.00687229182324406,-0.00820431086248701,-0.00861405786467568,0.0843294861828661,-0.0162119099397829,NA,0.0207116454273973,-0.0100230230039152,0.0665381165630048,0.0668474725699865,0.132825307458511,-0.0602833994664206,-0.132963643255626,NA,-0.0861144016778279,0.00418583808996993,-0.0534520986201068,0.0131629167460872,0.0652807296902257,0,-7.35738813526153e-07,-4.35329759714082e-05,0.041248474316012,0.0412484726258164,0,-0.0165025426025058,0.0336873229528173,-0.0114645060106989,0,0
"v_NDHI_k",-0.0303060258945713,-0.0582144699326422,-0.166118341293117,0.110515507155505,-0.128342773091181,-0.0362550423498754,-0.241809985953334,0,0.0357397328467295,0.153112518725764,0.0324256439497322,-0.164944424878422,0,0,-0.0140953651477632,0.014635684200532,-0.0292546396604379,-0.00307494882407656,9.08723831097094e-05,-0.000327247431878211,4.50730903412263e-05,0.00153128896212655,0.0986535199949471,-0.0286662230280402,-0.162533740283218,0.0854717044980755,-0.0138982257309506,0.146235414833869,-4.14799662823008e-05,-0.0148760823833366,0,-0.00320658730071408,0.000116769968974906,-0.0385423614250433,0.000406488170758612,-0.167205837290831,0.0258860251752561,-0.163511564718425,0,0,0.0157555246857212,-0.140349824046638,0.0488399774035147,-0.0919332140247867,0.00304420942687814,0.122441868916495,-0.00849884162477141,-0.0102486747365248,-0.0107884713712222,0.142932535428288,-0.0201548580847953,NA,0.00737611185087505,-0.00356953478263099,0.0978830767621536,0.0989416131616884,0.188712058214498,-0.0490556147931729,-0.00750738101040931,NA,-0.110484579567408,0.00537042065545482,-0.0737030085649915,0.0181498311706445,0.0954742766683557,0,-3.93008460209623e-07,-5.41629032476941e-05,-0.0582144699720739,-0.0582144708917905,0,0.0158207494577022,0.0154094143499164,-0.00524414847945631,0,0
"v_NDHII_k",0.0329190120535973,0.0525234122187568,0.0656529278020565,-0.0569746847423507,0.0841486604989065,0.0899708629331183,0.160901889545877,0,-0.0235435982499103,-0.102829191097372,-0.0214276666057583,0.0673944214617514,0,0,0.00500098416613083,-0.0235826970555112,0.0196252959948076,0.00206281050359533,-6.09611793081757e-05,0.000219531926440571,-3.023700525185e-05,-0.00102725582966227,-0.072116597562649,0.00999406319387075,-0.090922328513756,-0.06922670792585,0.00497154104351421,-0.0155377879277476,2.78265802084055e-05,-0.0246081446737538,0,0.00215111936678969,-7.83344153877944e-05,0.0253793180975618,-0.000267663739278224,0.064039640622909,0.00777003010075759,-0.0934966425191741,0,0,0.0143846247998443,-0.128137881785141,0.0280832669872172,-0.0528621250804975,0.107011187367164,-0.0777736615683693,0.00361865270670079,0.00457848881114912,0.00487759135168944,-0.0156680209910536,0.0128864771686927,NA,-0.0319255952654092,0.0154498094750141,-0.0373312605540159,-0.0362882814111402,-0.0839205923451451,0.0801129726190011,0.0503943104421394,NA,0.0731257146241779,-0.00355448561063678,0.0368013294615683,-0.00906255971877356,-0.0373323333589017,0,1.35732531176849e-06,3.63348503937297e-05,0.0525234122734712,0.0525234135489242,0,-0.0115868932727446,-0.0512830751699444,0.017452711346574,0,0
"v_PNT_k",-0.0106875511443983,-0.000573926246379531,0.0315926985417503,-0.0385982626330653,0.0281467123618017,-0.0245792295812938,0.050804106916024,0,-0.00770637351305888,-0.0327888058763907,-0.00702866036018171,0.0305326239582402,0,0,0.00380514781301488,0.000748579817758706,-0.00138925206682151,-0.000146023823188357,4.31536706236385e-06,-1.55403946158181e-05,2.14044034311079e-06,7.27182552568583e-05,-0.0193330183327815,0.00782900662610867,-0.0192294820295883,-0.0145709699213337,0.00373213285122246,-0.0591698028150716,-1.96980821089121e-06,0.0169719750999872,0,-0.000152275107452441,5.54519746600079e-06,0.00832170097197966,-8.77650690785278e-05,0.0325747336671736,-0.0180271744561729,-0.0191415220591844,0,0,0.00203617170830854,-0.0181381671944871,-0.0303492983768997,0.0571275559800377,0.0219844483703393,-0.0239490169272984,0.0025534560520835,0.00289714726727344,0.00300062387094682,-0.057733230285681,-5.65654069257105e-05,NA,0.0106137683654312,-0.00513633959485436,-0.0308840002588734,-0.0315532903331029,-0.0546759007721399,-0.0209407588054889,-0.0328856795455732,NA,0.0234975156280719,-0.00114216430726423,0.0196424145050845,-0.00483706858095413,-0.0296663857442356,0,-4.13211213019208e-07,-2.57209806302633e-06,-0.000573926200657424,-0.00057392513520474,0,-0.00241409537104838,0.0154994628088843,-0.00527479386789515,0,0
"v_CYTBO_k",0.00653580189255216,-0.0121778154006513,-0.46750379905815,0.172850382493563,-0.137668853593559,0.0880269630484047,-0.251204525660616,0,0.0380228355906529,0.172692560947975,0.0340061324546775,-0.454983520058694,0,0,-0.0275824138399442,-0.0227000294339108,0.0366509179205434,0.00385236908196898,-0.000113847084885038,0.000409983368073583,-5.64686399191313e-05,-0.00191843573214169,0.0967714333360093,-0.0565948110866791,-0.997742234728631,0.0637388077181339,-0.0270564085918719,0.422750706308142,5.19670862528493e-05,0.0672873603430646,0,0.00401728892723735,-0.000146292197615536,-0.0410364159739352,0.00043279179196751,-0.479102360205139,0.144761824989432,-1.01161311007769,0,0,0.092708672899728,-0.825846564212377,0.240691813261104,-0.453062699021664,0.525530691239639,0.146832752420334,0.000854748102723838,-0.00153627597281127,-0.00230980587449489,0.411975561515476,0.0222681572194439,NA,0.700276526021519,-0.338886051039406,0.201964495671175,0.207995194176888,0.349605945708056,-0.446558852665643,-0.417345006004029,NA,-0.129379639772059,0.00628886938409372,-0.122886320552762,0.0302615322580523,0.193569406137375,0,3.42972519035871e-06,6.78565711925292e-05,-0.0121778154545954,-0.0121778167120294,0,0.0135567427510946,0.856978003349098,-0.291647676615405,0,0
"v_SQR_k",0.00173229820722521,0.000636339322057723,-0.0349012409960463,0.00598163321746778,-0.00391594401980098,-0.0188283252570721,-0.0069876084965581,0,0.00107841706555654,0.00849372463866586,0.000944152351998643,-0.0341388216838312,0,0,-2.10740019651775e-07,0.00218556000654955,0.0152540102429324,0.00160334539681772,-4.73828429071928e-05,0.000170633948243248,-2.35020922239069e-05,-0.000798447623324996,0.00654699967575394,1.06251154839874e-05,0.0103461959635311,0.00608415717694315,3.06790783870824e-06,0.00596364016556488,2.16285577258795e-05,0.0441606776069715,0,0.00167198458206446,-6.08864094333677e-05,-0.00116405762642714,1.22767688257806e-05,-0.0356075334020112,0.00982698139958594,0.0103641441117333,0,0,-0.000314719830218829,0.00280351646006951,2.04958617477117e-05,-3.85800843466441e-05,0.0102538918563015,0.00369963994750432,0.00353136784445207,0.00352623757714647,0.00351440284554755,0.00591593067423684,0.0102350619343598,NA,-0.00236105185869977,0.00114258797888421,0.00548706451632918,0.00531455732254181,0.0101141573829873,-0.124829587045721,-0.123533244093446,NA,-0.00633135878794359,0.000307753897913019,-0.00371743674069466,0.000915442266814164,0.00520587536730256,0,9.29430833528469e-08,2.82417175289312e-05,0.000636339303678433,0.000636338874986424,0,0.000332516725305075,0.228034260673508,-0.0776048650655477,0,0
"v_CYA_k",-0.0328862805547278,-0.0453928901375046,-0.395142687915164,0.170684315116466,-0.383711607040742,-0.102173956771554,-0.377302707022167,0,-0.173334603813314,0.0376244534006966,0.808304795006353,-0.391252596375437,0,0,-0.0148851255799458,0.0457496534970518,0.0690035395411542,0.00725294662548124,-0.000214342606650622,0.000771885415165565,-0.000106314848173649,-0.0036118837787881,0.183404242388678,-0.0314048478773716,-0.119614872604355,0.164642884106688,-0.0146948555186683,0.121167206935696,9.78396681297367e-05,0.051799149282554,0,0.00756344510056798,-0.000275427788761226,0.162008106926126,-0.00170862335961602,-0.39874639932832,0.0216097143053527,-0.119500503396148,0,0,0.00304019523558323,-0.0270819839302335,0.0159507140154779,-0.0300245922168754,-0.213990673238364,0.179439234499517,-0.175641583555991,-0.176208892242673,-0.175885585523114,0.115784441308553,-0.0120560132001675,NA,0.0193408045409993,-0.00935962956228109,0.148861428219647,0.147968787068702,0.292484928706169,-0.0796972734034024,-0.0489926244873781,NA,-0.191895354801445,0.00932762545841328,-0.115527268710945,0.0284493192821923,0.145118918109327,0,-9.22741579090484e-07,0.000127755178713121,-0.0453928901737306,-0.0453928910161146,0,0.0236667907462688,0.0348336832526268,-0.011854636582301,0,0
"v_DOS_k",0.0336876778375486,0.0497187593233841,0.395252100676835,-0.169693024583518,0.383505326903616,0.103351187370198,0.446888997774053,0,0.169663562567451,-0.0430357925803292,-0.811986720953632,0.391415286027425,0,0,0.0151355025460491,-0.0459801526844779,-0.0669935626512888,-0.00704167960878234,0.000208099140973807,-0.000749401602611159,0.00010321806347554,0.00350667464069049,-0.18490065061606,0.0318961734152458,0.121039645273807,-0.165991407796871,0.0149421136199136,-0.12366690288938,-9.4989752372959e-05,-0.0511821211850615,0,-0.00734313372555803,0.000267405006089926,-0.158382838684646,0.00167038935884928,0.398806457348087,-0.0218860067838727,0.120911505198233,0,0,-0.00314599992982384,0.0280244895300958,-0.0164770863789036,0.0310154015033023,0.214554443175608,-0.178858522623851,0.173572618953429,0.174194858973127,0.173895230489248,-0.118272736424639,0.0126334816542909,NA,-0.0198848860590294,0.00962292788844344,-0.150145765529485,-0.149270879856431,-0.295098608290494,0.0813708529528384,0.0466204002559881,NA,0.193591523020473,-0.0094100725913914,0.116599019211292,-0.0287132446090971,-0.146387898127841,0,9.44420654049468e-07,-0.000124033871261664,0.049718759372742,0.049718760523469,0,-0.0236243397934598,-0.0357317404720316,0.0121602643817965,0,0
"v_ADK_k",0.0015456426889602,0.00228382274512395,0.0181284205880251,-0.00779603055701636,0.0176113370045564,0.00473754618687232,-0.203326597856807,0,0.00778733142178361,-0.00200079385993583,0.00792114634861305,0.0179524706905059,0,0,0.000693460679824621,-0.00210781958783223,-0.00306456784375308,-0.000322116162148871,9.519333267849e-06,-3.42807962804672e-05,4.7216305287573e-06,0.000160410073936248,-0.0084761377564919,0.00146137286130538,0.00555215939857667,-0.00760936373395874,0.000684598151156024,-0.00566841462992742,-4.34523178121968e-06,-0.00234061335275221,0,-0.000335905941478471,1.2232234037911e-05,-0.0072692979807231,7.66658692526517e-05,0.018291416433426,-0.00100195704399013,0.00554626625302477,0,0,-0.000144301490531801,0.00128543410489506,-0.000755835053246735,0.0014227350095338,0.00983899174035163,-0.00821513467111955,0.00795003209077535,0.00797859113978777,0.00796488460200565,-0.0054210363428519,0.000580953768151361,NA,-0.000912256817177493,0.000441470046422587,-0.00688360610150626,-0.00684356349625382,-0.0135285322768181,0.00373319120695717,0.0021351426363431,NA,0.00887430155553549,-0.000431360942433361,0.00534521054390385,-0.00131629184254343,-0.00671137048293123,0,4.31759256455402e-08,-5.67383171367215e-06,0.00228382270884742,0.00228382186556166,0,-0.00108480848869759,-0.00163929834697069,0.000557887778172381,0,0
"v_ATP_SYN_k",0.106164206928398,-0.130602435276064,0.36739424709212,-0.557041445767206,0.306478880516902,0.172034787280961,0.535632009204408,0,-0.0853874186468219,-0.365008555767706,-0.0688738619401831,0.367505641403134,0,0,0.0300876031215563,-0.0487871768808484,0.0736198891574061,0.00773816913202337,-0.000228682137945567,0.000823524581553756,-0.000113427316046547,-0.0038535194746175,-0.241017903696149,0.0609364870207703,0.104965356371386,-0.216218861624511,0.0297286646167312,-0.254685482012937,0.000104385140695902,-0.00411408587318555,0,0.00806943998286521,-0.000293853922603878,0.0921607398255266,-0.000971976006834904,0.367291054708396,-0.0293902317147608,0.102771700697426,0,0,-0.00875500824434095,0.0779893968071252,-0.0486134961024725,0.0915069002753636,-0.0575868990419081,-0.620310056984183,0.021279954316853,0.0253354575080338,0.0265819537245076,-0.249370601233485,0.0506873704251548,NA,-0.0468122453666895,0.022653932244375,-0.200248489633916,-0.201035520665386,-0.401264097859377,0.175763081568891,0.404542470406239,NA,0.262902650781255,-0.0127791392397076,0.161981902001352,-0.0398890660131641,-0.19659402985768,0,2.37431311402238e-06,0.00013630199960868,-0.130602435139167,-0.130602431950605,0,-0.0806815218354835,-0.0831776763473729,0.028307116353127,0,0
"v_ATP_NGAM_k",0.103118739179154,0.410430317955875,0.446439821562375,-0.106330976654926,0.407827794399864,0.210912373605341,0.803608492422399,0,-0.113769818646817,-0.49270880579846,-0.109586903035619,0.446572118282017,0,0,0.0373024463055595,-0.0697264857910115,0.0913212305330474,0.00959875261497507,-0.000283667006146399,0.00102153476231635,-0.000140700045794745,-0.00478006886919487,-0.327182666166205,0.0756263313111573,0.250973716486419,-0.294145056388411,0.0368324563517333,-0.341976095939414,0.000129483755539855,-0.00576813912367702,0,0.0100096750066943,-0.000364508847063262,0.122613522521708,-0.00129314719326914,0.446317265348079,-0.0468294834761104,0.249700446374925,0,0,-0.0121739914784483,0.108445614855865,-0.0614851460914174,0.115735661552362,0.283650970381721,-0.150180668190244,0.0217088101571543,0.0269129267520448,0.0285285945762999,-0.335078114704117,0.0614471401124319,NA,-0.0667015341601021,0.0322789907557801,-0.271391424132637,-0.271887019776653,-0.540661816823584,0.227523494854742,-0.143363632784663,NA,0.353345486194647,-0.0171753732965513,0.216924750406068,-0.0534190893050197,-0.26598115544798,0,2.82630304847319e-06,0.000169074779314736,0.410430318012353,0.410430319329131,0,-0.0226592171360046,-0.113313804086984,0.0385630757864057,0,0
"v_GROWTH_Vmax",-0.155780178717927,-0.0527688766922895,-0.787474744554755,-0.410091289931497,0.261836222325515,-0.204833860632994,0.464649439419077,0,-0.0711910595005974,-0.366170089525195,-0.0651656168615532,-0.782884569999321,0,0,-0.015321141947451,-0.121248398686859,-0.119052831319407,-0.0125136179819732,0.000369808525239257,-0.00133174553127087,0.00018342660866534,0.00623163671178758,-0.271459847544509,-0.0308006363409199,-0.206491827163292,-0.263641834964138,-0.0152187673120838,-0.0707511747696323,-0.00016880425353869,-0.0571134141398452,0,-0.013049325643819,0.00047519970818126,0.0769190185120186,-0.000811228736081163,-0.791726998285612,-0.0981205213305218,-0.204135898485901,0,0,0.0173302746578203,-0.154377657832652,0.119164594488015,-0.224307723950921,0.143287620678686,-0.217703181218858,-0.0287032677995846,-0.0314152990839072,-0.0322071482379187,-0.0733901208966965,-0.0802292544823056,NA,0.0984168942284706,-0.047627060741497,-0.165790725894417,-0.153073447867089,-0.314964033466331,-0.270961771333237,-0.386586117961536,NA,0.242902412168145,-0.0118069701373635,0.117601149882251,-0.0289600256135223,-0.155124994215426,0,-3.83640583576247e-06,-0.000220417934719381,-0.0527688766445115,-0.0527688755304767,0,-0.0218333669965964,0.15725911255774,-0.0535185904712766,0,0
